"make","price","mileage","year","location","doors","color","model"
"Mercedes-Benz",144000,"186000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Silver","S-Class"
"Cadillac",29000,"134000 ",2012,"Al Shawamekh, Abu Dhabi",4,"Black","SRX"
"Kia",83000,"145000 ",2019,"Al Shawamekh, Abu Dhabi",5,"Black","Carnival"
"Lexus",395000,"14000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","LX-Series"
"Mercedes-Benz",95000,"115000 ",2015,"Al Shawamekh, Abu Dhabi",4,"White","GL-Class"
"Toyota",390000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Volkswagen",210000,"100 ",2022,"Al Shawamekh, Abu Dhabi",4,"Blue","Golf R"
"Mercedes-Benz",170000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","A200"
"Ford",47000,"91000 ",2013,"Mussafah, Abu Dhabi",4,"Silver","Explorer"
"BMW",133000,"109000 ",2017,"Al Reem Island, Abu Dhabi",4,"Black","5-Series"
"Jeep",30000,"234300 ",2009,"Al Reem Island, Abu Dhabi",2,"Yellow","Wrangler"
"Nissan",77000,"62000 ",2020,"Al Shamkha South, Abu Dhabi",4,"White","X-Trail"
"Honda",19500,"390 ",2010,"Zayed City (Khalifa City C), Abu Dhabi",4,"Grey","Accord"
"Land Rover",110000,"198000 ",2017,"Abu Dhabi",4,"Green","Discovery"
"Nissan",85000,"371500 ",2017,"Al Hosn, Abu Dhabi",5,"Black","Patrol"
"Tesla",250000,"19000 ",2022,"Khalifa City A, Abu Dhabi",4,"Grey","Model Y"
"Ford",26500,"162000 ",2013,"Abu Dhabi",4,"White","Edge"
"GMC",85000,"125000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Brown","Sierra"
"Honda",78000,"117000 ",2019,"Al Shawamekh, Abu Dhabi",4,"Black","Odyssey"
"Lexus",62500,"117000 ",2013,"Khalifa City A, Abu Dhabi",4,"Grey","ES-Series"
"Nissan",169000,"0 ",2020,"Al Shawamekh, Abu Dhabi",5,"Black","Patrol"
"Toyota",145000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"White","Camry"
"Hyundai",105000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Blue","Sonata"
"Toyota",143000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"Grey","Camry"
"Nissan",287000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"Black","Patrol"
"Lexus",790000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"Black","LX600"
"Land Rover",695000,"1000 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Range Rover"
"Mercedes-Benz",270000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Blue","C-Class"
"Porsche",79000,"220000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","Cayenne"
"Mercedes-Benz",62000,"200000 ",2013,"Al Shamkha, Abu Dhabi",4,"Silver","M-Class"
"Maserati",72000,"166000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Burgundy","Ghibli"
"GMC",37000,"300000 ",2011,"Al Shawamekh, Abu Dhabi",4,"White","Yukon"
"Mercedes-Benz",166000,"275000 ",2014,"Al Karamah, Abu Dhabi",4,"White","G-Class"
"Chevrolet",106000,"110000 ",2018,"Al Raha Gardens, Abu Dhabi",4,"Silver","Silverado"
"Nissan",115000,"12000 ",2019,"Al Zaab, Abu Dhabi",4,"Black","Armada"
"GMC",85000,"192000 ",2015,"Zayed City (Khalifa City C), Abu Dhabi",4,"Brown","Sierra"
"Chevrolet",64000,"9000 ",2023,"Zayed City (Khalifa City C), Abu Dhabi",4,"Grey","Groove"
"Nissan",60000,"120000 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",5,"White","Patrol"
"Nissan",1e+05,"167000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Cadillac",55000,"88000 ",1972,"Khalifa City A, Abu Dhabi",2,"Gold","XTR/Eldorado"
"Audi",550000,"30000 ",2021,"Al Raha Golf Gardens, Abu Dhabi",5,"White","Q8"
"Audi",65000,"228800 ",2016,"Al Bahia, Abu Dhabi",4,"Blue","Q5"
"Subaru",63000,"214700 ",2016,"Mohammed Bin Zayed City, Abu Dhabi",4,"Red","WRX"
"Land Rover",170000,"111000 ",2017,"Abu Dhabi",2,"White","Range Rover Evoque"
"Infiniti",67000,"126000 ",2015,"Al Reem Island, Abu Dhabi",4,"White","QX70"
"Mercedes-Benz",675000,"69500 ",2019,"Al Rahba, Abu Dhabi",4,"Black","G-Class"
"Chevrolet",43000,"233500 ",2006,"Al Ghadeer, Abu Dhabi",4,"Red","Lumina"
"Honda",30500,"124000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"Black","City"
"Bentley",360000,"208000 ",2017,"Abu Dhabi",4,"White","Bentayga"
"Jeep",99000,"53000 ",2016,"Al Mushrif, Abu Dhabi",5,"White","Grand Cherokee"
"Mitsubishi",59000,"135000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","Montero"
"Toyota",245000,"30000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Chevrolet",97000,"173500 ",2017,"Mohammed Bin Zayed City, Abu Dhabi",4,"Blue","Silverado"
"Lexus",106000,"199000 ",1998,"Abu Dhabi",4,"Gold","GS-Series"
"Toyota",135000,"273000 ",2015,"Al Shamkha, Abu Dhabi",5,"White","Land Cruiser"
"Dodge",66000,"54500 ",2019,"Al Reem Island, Abu Dhabi",4,"Grey","Charger"
"Ford",37000,"200000 ",2013,"Al Shawamekh, Abu Dhabi",3,"Black","Explorer"
"Hyundai",43000,"125000 ",2012,"Al Shawamekh, Abu Dhabi",4,"White","Centennial"
"Ford",37500,"120000 ",2013,"Al Shawamekh, Abu Dhabi",4,"Silver","Edge"
"Land Rover",35000,"155000 ",2010,"Al Shawamekh, Abu Dhabi",4,"Gold","Range Rover"
"BMW",29500,"275000 ",2011,"Al Shawamekh, Abu Dhabi",4,"Black","X3"
"Lexus",109000,"400000 ",2013,"Al Shawamekh, Abu Dhabi",4,"Gold","LX-Series"
"Kia",84000,"3800 ",2021,"Al Shawamekh, Abu Dhabi",4,"Black","Seltos"
"BMW",31000,"250000 ",2013,"Al Shawamekh, Abu Dhabi",4,"White","5-Series"
"Volkswagen",36000,"178000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","Passat"
"Infiniti",96000,"152000 ",2016,"Al Shawamekh, Abu Dhabi",5,"White","QX80"
"Maserati",77000,"150000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Burgundy","Ghibli"
"Toyota",59000,"115000 ",2012,"Al Shawamekh, Abu Dhabi",4,"Black","Tundra"
"Nissan",168000,"75000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Toyota",31000,"440000 ",2001,"Abu Dhabi",4,"Blue","Land Cruiser"
"Dodge",67000,"234000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","Pickup"
"Chevrolet",19000,"240000 ",2013,"Al Shawamekh, Abu Dhabi",4,"Silver","Malibu"
"Volkswagen",155000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","ID.4"
"Kia",58000,"240000 ",2017,"Al Shawamekh, Abu Dhabi",4,"White","Carens"
"Toyota",405000,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Mitsubishi",89000,"52000 ",2022,"Al Shawamekh, Abu Dhabi",2,"White","Van"
"Toyota",84000,"46000 ",2021,"Al Shawamekh, Abu Dhabi",2,"White","Hilux"
"Chevrolet",78000,"214000 ",2013,"Al Shawamekh, Abu Dhabi",3,"Grey","Pickup"
"Mercedes-Benz",28000,"293000 ",2006,"Shakhbout City (Khalifa City B), Abu Dhabi",4,"Silver","S-Class"
"Porsche",79000,"176334 ",2014,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Cayenne"
"Nissan",88000,"195960 ",2015,"Saadiyat Island, Abu Dhabi",5,"White","Patrol"
"Ford",25000,"92000 ",2012,"Abu Dhabi",2,"Black","Mustang"
"Mercedes-Benz",78000,"187976 ",2016,"Abu Dhabi",4,"Blue","C-Class"
"Nissan",115000,"119000 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",5,"White","Patrol"
"Nissan",29000,"240000 ",2014,"Tourist Club Area (TCA), Abu Dhabi",5,"White","Pathfinder"
"MINI",26500,"177000 ",2012,"Mohammed Bin Zayed City, Abu Dhabi",2,"Black","Cooper"
"GMC",45000,"190 ",2015,"Abu Dhabi",5,"Blue","Acadia"
"Kia",37000,"150000 ",2015,"Al Danah, Abu Dhabi",4,"Brown","Sportage"
"Mercedes-Benz",93000,"249 ",2012,"Khalifa City A, Abu Dhabi",4,"White","CLS-Class"
"Audi",57000,"179000 ",2016,"Khalifa City A, Abu Dhabi",4,"White","A6"
"Hummer",45000,"220 ",2007,"Abu Dhabi",5,"Yellow","H2"
"Audi",44500,"173000 ",2013,"Al Karamah, Abu Dhabi",5,"White","Q7"
"Porsche",56000,"257000 ",2009,"Abu Dhabi",4,"White","Cayenne"
"Renault",51999,"125000 ",2017,"Al Reem Island, Abu Dhabi",4,"Black","Koleos"
"BMW",390000,"29000 ",2020,"Abu Dhabi",4,"White","8-Series"
"BMW",50500,"184000 ",2012,"Zayed City (Khalifa City C), Abu Dhabi",2,"Beige","6-Series"
"Honda",92500,"33700 ",2020,"Abu Dhabi",4,"Burgundy","Civic"
"Chevrolet",38000,"270000 ",2013,"Abu Dhabi",2,"White","Silverado"
"Nissan",189000,"72779 ",2019,"Al Khalidiyah, Abu Dhabi",5,"White","Patrol"
"Toyota",24000,"126500 ",2013,"Al Shamkha, Abu Dhabi",4,"Black","Corolla"
"Toyota",26000,"185 ",2012,"Baniyas, Abu Dhabi",4,"Blue","Camry"
"Toyota",39000,"290000 ",2009,"Al Khalidiyah, Abu Dhabi",5,"White","Prado"
"Ford",50000,"61000 ",2018,"Abu Dhabi",4,"Grey","Escape"
"Mitsubishi",48000,"72000 ",2011,"Mussafah, Abu Dhabi",2,"White","Pickup"
"Kia",85000,"25000 ",2021,"Abu Dhabi",5,"Grey","Sportage"
"Toyota",39000,"150000 ",2005,"Abu Dhabi",4,"Gold","Land Cruiser"
"Mercedes-Benz",265000,"60000 ",2021,"Abu Dhabi",2,"Black","E-Class"
"Nissan",32000,"46000 ",2019,"Shakhbout City (Khalifa City B), Abu Dhabi",4,"Grey","Sunny"
"Ford",25000,"285000 ",2014,"Abu Dhabi",4,"White","Fusion"
"Chevrolet",26500,"237000 ",2012,"Al Shamkha, Abu Dhabi",4,"White","Caprice"
"Lexus",23000,"427000 ",2006,"Baniyas, Abu Dhabi",4,"Blue","LS-Series"
"Land Rover",20000,"255000 ",2006,"Abu Dhabi",4,"Teal","Range Rover Sport"
"Jeep",43000,"240000 ",2014,"Al Reem Island, Abu Dhabi",4,"Grey","Grand Cherokee"
"GMC",120000,"160000 ",2017,"Al Raha Beach, Abu Dhabi",4,"White","Sierra"
"Mitsubishi",26599,"68500 ",2016,"Abu Dhabi",4,"Silver","Lancer"
"Honda",25999,"150000 ",2014,"Abu Dhabi",4,"Black","Accord"
"Dodge",43500,"134000 ",2013,"Al Nahyan, Abu Dhabi",4,"Red","Charger"
"Mercedes-Benz",150000,"110000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","S-Class"
"Porsche",169000,"73100 ",2014,"Al Reem Island, Abu Dhabi",2,"Yellow","Cayman"
"Mercedes-Benz",49500,"122000 ",2015,"Al Reem Island, Abu Dhabi",4,"Red","CLA"
"BMW",115000,"83611 ",2016,"Abu Dhabi",2,"White","M6"
"Mitsubishi",28000,"170000 ",2008,"Zayed City (Khalifa City C), Abu Dhabi",5,"Silver","Pajero"
"Mitsubishi",58000,"320000 ",2015,"Mussafah, Abu Dhabi",4,"White","Canter"
"Ford",28500,"167000 ",2011,"Mohammed Bin Zayed City, Abu Dhabi",2,"Blue","Mustang"
"Mercedes-Benz",52000,"280000 ",2013,"Corniche Area, Abu Dhabi",5,"Grey","GL-Class"
"Chevrolet",19000,"168800 ",2013,"Abu Dhabi",4,"Grey","Malibu"
"Toyota",325000,"49000 ",2022,"Al Shawamekh, Abu Dhabi",4,"Grey","Land Cruiser"
"Rolls Royce",595000,"100000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","Wraith"
"Land Rover",148000,"150000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Grey","Range Rover"
"Land Rover",295000,"126000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Range Rover"
"Mercedes-Benz",298000,"69000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","GLE-Class"
"Land Rover",125000,"190000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","Range Rover"
"Suzuki",33500,"129000 ",2014,"Al Shawamekh, Abu Dhabi",3,"White","Vitara"
"Mercedes-Benz",28500,"305000 ",2007,"Baniyas, Abu Dhabi",2,"White","CL-Class"
"Mitsubishi",84000,"35499 ",2019,"Masdar City, Abu Dhabi",5,"White","Montero"
"Cadillac",185000,"52000 ",2020,"Al Markaziya, Abu Dhabi",4,"Black","XT6"
"Mercedes-Benz",35000,"147000 ",2002,"Airport Street, Abu Dhabi",2,"White","SL-Class"
"Mercedes-Benz",69000,"168000 ",2013,"Al Reef, Abu Dhabi",5,"Grey","M-Class"
"Honda",26000,"186800 ",2010,"Abu Dhabi",4,"White","CR-V"
"Jaguar",140000,"103000 ",2018,"Shakhbout City (Khalifa City B), Abu Dhabi",5,"Black","F-Pace"
"Nissan",28000,"370000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Grey","Maxima"
"Nissan",175000,"84000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Mazda",30000,"185000 ",2008,"Al Mushrif, Abu Dhabi",2,"Burgundy","MX-5"
"Lexus",48000,"350000 ",2013,"Al Rahba, Abu Dhabi",4,"White","ES-Series"
"Toyota",37000,"379000 ",2013,"Al Samha, Abu Dhabi",4,"Red","Avalon"
"Hyundai",23000,"143000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Accent"
"Kia",34900,"139000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Optima"
"Hyundai",35000,"38000 ",2018,"Mohammed Bin Zayed City, Abu Dhabi",4,"Grey","Elantra"
"Mercedes-Benz",50000,"107000 ",2005,"Abu Dhabi",4,"Black","E-Class"
"MINI",132000,"27000 ",2022,"Zayed City (Khalifa City C), Abu Dhabi",4,"Green","Countryman"
"Toyota",36500,"198950 ",2015,"Abu Dhabi",4,"Grey","Corolla"
"Mercedes-Benz",145000,"170000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Black","S-Class"
"Mercedes-Benz",58000,"111000 ",2009,"Al Shawamekh, Abu Dhabi",4,"Gold","S-Class"
"Toyota",78000,"249000 ",2010,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Mercedes-Benz",92000,"164000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Black","GL-Class"
"Cadillac",55000,"78000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Gold","SRX"
"Mitsubishi",69000,"65000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Pajero"
"Mercedes-Benz",79000,"117000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","E-Class"
"Nissan",15500,"297000 ",2011,"Al Shawamekh, Abu Dhabi",4,"Burgundy","Tiida"
"Porsche",298000,"21000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Cayenne"
"Cadillac",45000,"284000 ",2013,"Al Shawamekh, Abu Dhabi",4,"Black","Escalade"
"Land Rover",58000,"199000 ",2009,"Al Shawamekh, Abu Dhabi",4,"Black","Discovery"
"Lexus",25000,"330000 ",2008,"Al Shawamekh, Abu Dhabi",4,"White","LS-Series"
"Toyota",19500,"165000 ",2009,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","Corolla"
"Nissan",82000,"300 ",2014,"Abu Dhabi Gate City (Officers City), Abu Dhabi",5,"Silver","Patrol"
"Mercedes-Benz",16500,"158000 ",2001,"Al Rawdah, Abu Dhabi",4,"Green","S-Class"
"Kia",25000,"172000 ",2015,"Al Falah City, Abu Dhabi",4,"Black","Optima"
"Mercedes-Benz",64000,"167500 ",2012,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"Silver","S-Class"
"Chevrolet",32000,"288000 ",2013,"Abu Dhabi",2,"Grey","Camaro"
"Peugeot",82000,"30000 ",2019,"Khalifa City A, Abu Dhabi",4,"Blue","3008"
"Ford",16000,"242000 ",2012,"Abu Dhabi",4,"Grey","Escape"
"Dodge",27500,"220000 ",2012,"Zayed City (Khalifa City C), Abu Dhabi",4,"Grey","Charger"
"Dodge",30000,"230000 ",2013,"Al Nahyan, Abu Dhabi",4,"Grey","Charger"
"Lexus",165000,"41000 ",2019,"Shakhbout City (Khalifa City B), Abu Dhabi",4,"Grey","ES-Series"
"Mercedes-Benz",75000,"140000 ",2011,"Abu Dhabi",4,"Black","S-Class"
"Toyota",86000,"102000 ",2015,"Abu Dhabi",5,"Silver","4Runner"
"Toyota",83000,"299000 ",2015,"Al Shawamekh, Abu Dhabi",2,"White","FJ Cruiser"
"Jeep",45000,"204000 ",2010,"Khalifa City A, Abu Dhabi",4,"Black","Grand Cherokee"
"Toyota",89000,"21000 ",2022,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Hilux"
"Honda",16500,"254000 ",2009,"Al Reem Island, Abu Dhabi",4,"White","Accord"
"Land Rover",73000,"124000 ",2015,"Al Reem Island, Abu Dhabi",5,"White","LR4"
"Mercedes-Benz",235000,"145000 ",2015,"Abu Dhabi",2,"White","S-Class Coupe"
"Chevrolet",28000,"172000 ",2014,"Abu Dhabi",2,"White","Camaro"
"Lexus",65000,"113000 ",2015,"Abu Dhabi",4,"Grey","GS-Series"
"Mercedes-Benz",19500,"180 ",2002,"Abu Dhabi",4,"Silver","C-Class"
"Nissan",85000,"404000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Jeep",46000,"146000 ",2013,"Abu Dhabi",2,"White","Wrangler"
"Nissan",15500,"238000 ",2011,"Abu Dhabi",5,"White","Pathfinder"
"Lexus",49000,"112000 ",2015,"Al Shawamekh, Abu Dhabi",5,"Grey","IS-Series"
"Chevrolet",16999,"165000 ",2014,"Abu Dhabi",4,"Grey","Cruze"
"GMC",135000,"120000 ",2018,"Abu Dhabi",4,"White","Yukon"
"Nissan",55000,"265000 ",2015,"Abu Dhabi",2,"Silver","Pickup"
"Nissan",55000,"265000 ",2015,"Abu Dhabi",2,"Silver","Pickup"
"Porsche",850000,"2600 ",2022,"Abu Dhabi",4,"White","Cayenne"
"Porsche",68000,"172000 ",2013,"Al Shawamekh, Abu Dhabi",5,"Silver","Panamera"
"Chevrolet",225000,"25000 ",2021,"Al Shawamekh, Abu Dhabi",4,"Grey","Tahoe"
"GMC",198000,"19000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Sierra"
"BMW",263000,"89000 ",2019,"Madinat Zayed, Abu Dhabi",5,"Black","X5"
"BMW",19500,"240000 ",2000,"Mohammed Bin Zayed City, Abu Dhabi",2,"Blue","Z3"
"Chevrolet",40000,"116000 ",2013,"Mussafah, Abu Dhabi",3,"White","Express"
"Mercedes-Benz",75000,"94000 ",2017,"Mohammed Bin Zayed City, Abu Dhabi",4,"Black","C-Class"
"Mercedes-Benz",36000,"260000 ",2012,"Baniyas, Abu Dhabi",4,"Black","E-Class"
"Datsun",35000,"0 ",1979,"Abu Dhabi",2,"Gold","280ZX"
"Toyota",198000,"140 ",2018,"Abu Dhabi",5,"White","Land Cruiser"
"MINI",128000,"52000 ",2020,"Abu Dhabi",2,"Black","Cooper"
"BMW",170000,"53400 ",2018,"Al Mina, Abu Dhabi",4,"Black","5-Series"
"Audi",40000,"264000 ",2012,"Abu Dhabi",4,"Grey","A7"
"Land Rover",155000,"99000 ",2013,"Al Reem Island, Abu Dhabi",5,"Gold","Range Rover"
"Nissan",31000,"138000 ",2014,"Al Reef, Abu Dhabi",4,"Grey","Altima"
"Chevrolet",78000,"100000 ",1975,"Al Reem Island, Abu Dhabi",2,"Red","Corvette"
"Mitsubishi",28500,"172000 ",2016,"Abu Dhabi",4,"Grey","Lancer"
"Jeep",88000,"209700 ",2018,"Madinat Zayed, Abu Dhabi",4,"Brown","Grand Cherokee"
"Ford",68000,"90000 ",2017,"Abu Dhabi",5,"White","Edge"
"Audi",78000,"314000 ",2015,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","A8"
"Mercedes-Benz",15000,"239000 ",2007,"Mohammed Bin Zayed City, Abu Dhabi",2,"Brown","CL-Class"
"Volkswagen",208005,"90977 ",2019,"Mussafah, Abu Dhabi",5,"Grey","Touareg"
"Audi",297000,"88866 ",2021,"Mussafah, Abu Dhabi",4,"Black","A8"
"Audi",297000,"88866 ",2021,"Mussafah, Abu Dhabi",4,"Black","A8"
"Chevrolet",35999,"40000 ",2020,"Abu Dhabi",5,"Silver","Trax"
"Mercedes-Benz",125000,"94000 ",2005,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",2,"White","SL-Class"
"Toyota",59000,"126000 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Hilux"
"Chevrolet",148000,"53000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","Silverado"
"Chevrolet",15000,"126000 ",2014,"Abu Dhabi",4,"Blue","Spark"
"Nissan",49000,"400000 ",2010,"Al Zaab, Abu Dhabi",4,"White","Patrol"
"BMW",29000,"193000 ",2014,"Al Shawamekh, Abu Dhabi",5,"White","1-Series"
"MINI",155000,"0 ",2023,"Al Shawamekh, Abu Dhabi",2,"White","Cooper"
"Maserati",95000,"117000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Other Color","Ghibli"
"Land Rover",148000,"170000 ",2016,"Al Shawamekh, Abu Dhabi",5,"White","Range Rover Sport"
"Volkswagen",160000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"Grey","ID.6"
"Volkswagen",145000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"White","ID.4"
"Land Rover",154000,"210000 ",2016,"Al Shawamekh, Abu Dhabi",5,"Black","Range Rover Sport"
"Toyota",45500,"209000 ",2019,"Khalifa City A, Abu Dhabi",5,"White","Rush"
"BMW",368000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"White","X6"
"BMW",379000,"2700 ",2021,"Al Shawamekh, Abu Dhabi",4,"Grey","7-Series"
"BMW",359000,"29000 ",2021,"Al Shawamekh, Abu Dhabi",4,"Blue","7-Series"
"Mercedes-Benz",259000,"73000 ",2018,"Al Shawamekh, Abu Dhabi",4,"Silver","S-Class"
"BMW",369000,"0 ",2023,"Al Shawamekh, Abu Dhabi",5,"Black","X5"
"BMW",159000,"149000 ",2018,"Al Shawamekh, Abu Dhabi",5,"Blue","X5"
"BMW",72500,"155000 ",2014,"Danet Abu Dhabi, Abu Dhabi",5,"Grey","X5"
"Toyota",89000,"320000 ",2013,"Al Zaab, Abu Dhabi",4,"White","Land Cruiser"
"BMW",210000,"110000 ",2017,"Al Reem Island, Abu Dhabi",4,"Blue","7-Series"
"Toyota",110775,"69523 ",2019,"Mussafah, Abu Dhabi",5,"White","Fortuner"
"Hyundai",30000,"135 ",2014,"Al Mushrif, Abu Dhabi",4,"Brown","Santa Fe"
"Mercedes-Benz",115000,"45000 ",2019,"Al Reem Island, Abu Dhabi",4,"White","A-Class"
"Toyota",405000,"0 ",2023,"Khalifa City A, Abu Dhabi",5,"White","Land Cruiser"
"Mercedes-Benz",335000,"52711 ",2018,"Abu Dhabi",4,"Black","GLS-Class"
"Nissan",21400,"181035 ",2013,"Khalifa City A, Abu Dhabi",4,"Black","Altima"
"Toyota",155900,"126442 ",2020,"Mussafah, Abu Dhabi",5,"Black","Prado"
"Mercedes-Benz",115000,"77500 ",2017,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","C-Class"
"Mitsubishi",34000,"114000 ",2016,"Al Shamkha, Abu Dhabi",5,"White","L200"
"Nissan",29000,"200000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Silver","Tiida"
"Mitsubishi",62000,"106000 ",2017,"Al Shawamekh, Abu Dhabi",5,"Brown","Montero Sport"
"Toyota",69000,"42000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","Hilux"
"Kia",29000,"181000 ",2015,"Al Shawamekh, Abu Dhabi",4,"White","Carnival"
"Nissan",338000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Black","Patrol"
"Lexus",79000,"397000 ",2009,"Al Shawamekh, Abu Dhabi",4,"White","LX-Series"
"Kia",20000,"200000 ",2013,"Eastern Road, Abu Dhabi",4,"Burgundy","Optima"
"Dodge",135000,"57000 ",2020,"Abu Dhabi",4,"Black","Charger"
"Toyota",106000,"40000 ",2019,"Abu Dhabi",4,"Grey","Fortuner"
"Mazda",28500,"204000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"Grey","3"
"Porsche",360000,"36700 ",2019,"Abu Dhabi",4,"Grey","Cayenne"
"Kia",84500,"43000 ",2020,"Abu Dhabi",5,"Silver","Seltos"
"BMW",29000,"200000 ",2012,"Abu Dhabi",4,"White","X4"
"Toyota",47000,"174000 ",2011,"Abu Dhabi",4,"Silver","Tundra"
"Infiniti",33000,"144000 ",2009,"Al Najda Street, Abu Dhabi",5,"Brown","FX50"
"Mercedes-Benz",144000,"78000 ",2017,"Khalifa City A, Abu Dhabi",2,"Grey","C43"
"Tesla",215000,"45000 ",2022,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","Model 3"
"Mercedes-Benz",37500,"194000 ",2010,"Al Mushrif, Abu Dhabi",2,"Black","E-Class"
"Nissan",47000,"63 ",2018,"Al Bahia, Abu Dhabi",4,"White","Rogue"
"Toyota",350000,"70000 ",2022,"Abu Dhabi",4,"Grey","Land Cruiser"
"MINI",107000,"20000 ",2020,"Abu Dhabi",4,"Grey","Cooper"
"Nissan",60000,"220000 ",2014,"Abu Dhabi",4,"White","Patrol"
"Toyota",68000,"80 ",2018,"Al Shahama, Abu Dhabi",4,"Blue","Rav 4"
"Nissan",22000,"397000 ",2011,"Abu Dhabi",4,"Black","Altima"
"Toyota",50000,"300000 ",2014,"Abu Dhabi",4,"White","Hiace"
"BMW",12000,"290000 ",2006,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","7-Series"
"Mercedes-Benz",10000,"260000 ",2001,"Danet Abu Dhabi, Abu Dhabi",4,"Red","C-Class"
"Land Rover",428000,"42000 ",2022,"Al Shawamekh, Abu Dhabi",4,"Black","Defender"
"Mercedes-Benz",225000,"5000 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","C-Class"
"Lincoln",60000,"128000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","MKZ"
"Land Rover",315000,"106000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","Range Rover"
"Fiat",63000,"0 ",2022,"Al Shawamekh, Abu Dhabi",2,"Red","500X"
"Mercedes-Benz",278000,"80000 ",2017,"Al Shawamekh, Abu Dhabi",2,"Black","S-Class Coupe"
"Bentley",120000,"53000 ",2013,"Al Raha Beach, Abu Dhabi",3,"Blue","Continental"
"Land Rover",90000,"63038 ",2013,"Mohammed Bin Zayed City, Abu Dhabi",4,"Silver","Range Rover"
"GMC",95000,"238000 ",2015,"Defence Street, Abu Dhabi",4,"Black","Yukon"
"GMC",42000,"300000 ",2010,"Zayed City (Khalifa City C), Abu Dhabi",2,"Red","Sierra"
"Toyota",72000,"212000 ",2014,"Al Shamkha, Abu Dhabi",2,"Silver","Prado"
